,name,lastName,uri,imageUri,worthChange,age,source,industry,gender,country,timestamp,headquarters,state,realTimeWorth,realTimeRank,realTimePosition,squareImage,position,rank,worth,title,government,pay,managementAssets
2403,Pyotr Kondrashev,Kondrashev,pyotr-kondrashev,pyotr-kondrashev,4.659,73.0,investments,Manufacturing,M,Russia,1681550402483,,,1578.144,1916.0,1916.0,//specials-images.forbesimg.com/imageserve/58a26ad4a7ea431f3219745b/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=48&cropY2=792,1564.0,1513.0,1400.0,,,,
2404,Philippe Laffont,Laffont,philippe-laffont,no-pic,0.0,55.0,hedge fund,Finance & Investments,M,United States,1681550402482,NY,New York,6852.0,370.0,370.0,//specials-images.forbesimg.com/imageserve/5ac9597e31358e4112b7204d/416x416.jpg?background=000000&cropX1=369&cropX2=2949&cropY1=200&cropY2=2780,1565.0,1513.0,1400.0,"Founder, Coatue Management",False,,
2405,Manuel Lao Hernandez,Lao Hernandez,manuel-lao-hernandez,no-pic,0.327,78.0,casinos,Gambling & Casinos,M,Spain,1681550402483,,,1164.259,2433.0,2433.0,//specials-images.forbesimg.com/imageserve/5e5d77047a0098000734b918/416x416.jpg?background=000000&cropX1=124&cropX2=1175&cropY1=61&cropY2=1112,1566.0,1513.0,1400.0,,,,
2406,Louis Le Duff,Le Duff,louis-le-duff,louis-le-duff,0.0,76.0,bakeries,Food & Beverage,M,France,1681550402483,,,1898.945,1641.0,1641.0,//specials-images.forbesimg.com/imageserve/56c7b8d6e4b062f6b59a23be/416x416.jpg?background=000000&cropX1=0&cropX2=741&cropY1=82&cropY2=823,1567.0,1513.0,1400.0,,,,
2407,Lee Ho-jin,Lee,lee-ho-jin,lee-ho-jin,0.528,60.0,diversified,Diversified,M,South Korea,1681550402483,,,1454.311,2063.0,2063.0,https://specials-images.forbesimg.com/imageserve/60b126a3557d0924ae564f27/416x416.jpg?background=000000&cropX1=95&cropX2=733&cropY1=87&cropY2=725,1568.0,1513.0,1400.0,Taekwang Industrial,False,,
2408,Lei Jufang,Lei,lei-jufang,lei-jufang,-3.231,70.0,pharmaceuticals,Healthcare,F,China,1681550402483,,,1863.18,1668.0,1668.0,https://specials-images.forbesimg.com/imageserve/603e8f5d4a2df75cef4fb25a/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,1569.0,1513.0,1400.0,,,,
2409,Theodore Leonsis,Leonsis,theodore-leonsis,no-pic,-0.035,67.0,sports teams,Sports,M,United States,1681550402483,MD,Maryland,2069.925,1524.0,1524.0,//specials-images.forbesimg.com/imageserve/5c817682a7ea434b351c0059/416x416.jpg?background=000000&cropX1=0&cropX2=1728&cropY1=196&cropY2=1925,1570.0,1513.0,1400.0,,,,
2410,Li Chunan,Li,li-chunan,no-pic,-2.796,54.0,renewable energy,Manufacturing,M,China,1681550402482,,,4567.562,627.0,627.0,,1571.0,1513.0,1400.0,,,,
2411,K.C. Liu,Liu,kc-liu,no-pic,5.577,69.0,manufacturing,Technology,M,Taiwan,1681550402483,,,1535.739,1961.0,1961.0,https://specials-images.forbesimg.com/imageserve/6091c690e9fd7f0ff59d4448/416x416.jpg?background=000000&cropX1=2&cropX2=1254&cropY1=2&cropY2=1253,1572.0,1513.0,1400.0,,,,
2412,Anatoly Lomakin,Lomakin,anatoly-lomakin,anatoly-lomakin,0.0,70.0,investments,Metals & Mining,M,Russia,1681550402483,,,1397.0,2112.0,2112.0,//specials-images.forbesimg.com/imageserve/591833ed1fba28af6faa0f802f51940a/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=50&cropY2=791,1573.0,1513.0,1400.0,,,,
2413,Billy Joe (Red) McCombs,McCombs,billy-joe-red-mccombs,billy-joe-red-mccombs,,95.0,"real estate, oil, cars, sports",Diversified,M,United States,1617670341262,TX,Texas,,,,//specials-images.forbesimg.com/imageserve/c1df391b52ec95ff9604ca40b9ed0222/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=21&cropY2=765,1574.0,1513.0,1400.0,,,,
2414,Willy Michel,Michel,willy-michel,willy-michel,2.236,76.0,medical devices,Healthcare,M,Switzerland,1681550402483,,,2870.289,1083.0,1083.0,//specials-images.forbesimg.com/imageserve/5c723cfa4bbe6f51818aba88/416x416.jpg?background=000000&cropX1=42&cropX2=3300&cropY1=431&cropY2=3688,1575.0,1513.0,1400.0,,,,
2415,Massimo Moratti,Moratti,massimo-moratti,massimo-moratti,-6.623,77.0,oil refinery,Energy,M,Italy,1681550402483,,,1667.685,1839.0,1839.0,//specials-images.forbesimg.com/imageserve/5e76d7cfc7b02d000666d32d/416x416.jpg?background=000000&cropX1=47&cropX2=1761&cropY1=47&cropY2=1761,1576.0,1513.0,1400.0,,,,
2416,Toshio Motoya,Motoya,toshio-motoya,no-pic,,79.0,hotels,Service,M,Japan,1588016545564,,,,,,//specials-images.forbesimg.com/imageserve/5e76e601d8e1ae0007b726f9/416x416.jpg?background=000000&cropX1=183&cropX2=2744&cropY1=153&cropY2=2714,1577.0,1513.0,1400.0,,,,
2417,Patrice Motsepe,Motsepe,patrice-motsepe,patrice-motsepe,-12.628,61.0,mining,Metals & Mining,M,South Africa,1681550402483,,,2656.283,1199.0,1199.0,//specials-images.forbesimg.com/imageserve/5e77ad2cd8e1ae0007b73263/416x416.jpg?background=000000&cropX1=1014&cropX2=3703&cropY1=21&cropY2=2710,1578.0,1513.0,1400.0,,,,
2418,Eugene Murtagh,Murtagh,eugene-murtagh,no-pic,-16.416,80.0,building materials,Manufacturing,M,Ireland,1681550402483,,,1957.416,1598.0,1598.0,,1579.0,1513.0,1400.0,,,,
2419,Marius Nacht,Nacht,marius-nacht,marius-nacht,0.0,57.0,software,Technology,M,Israel,1681550402483,,,1415.65,2098.0,2098.0,//specials-images.forbesimg.com/imageserve/5c70c6f94bbe6f79c5474094/416x416.jpg?background=000000&cropX1=0&cropX2=1275&cropY1=180&cropY2=1456,1580.0,1513.0,1400.0,,,,
2420,Nandan Nilekani,Nilekani,nandan-nilekani,nandan-nilekani,0.0,67.0,software services,Technology,M,India,1681550402483,,,2750.379,1145.0,1145.0,https://specials-images.forbesimg.com/imageserve/6345d60898759f7f46b5c039/416x416.jpg?background=000000&cropX1=1458&cropX2=2284&cropY1=49&cropY2=875,1581.0,1513.0,1400.0,,,,
2421,Eren Ozmen,Ozmen,eren-ozmen,eren-ozmen,0.0,64.0,aerospace,Manufacturing,F,United States,1681550402483,NV,Nevada,2456.5,1294.0,1294.0,https://specials-images.forbesimg.com/imageserve/60aed2cd5eb4550111f94d8c/416x416.jpg?background=000000&cropX1=2&cropX2=1080&cropY1=0&cropY2=1078,1582.0,1513.0,1400.0,,,,
2422,Fatih Ozmen,Ozmen,fatih-ozmen,no-pic,0.0,65.0,aerospace,Manufacturing,M,United States,1681550402483,NV,Nevada,2358.5,1349.0,1349.0,//specials-images.forbesimg.com/imageserve/5a9f218d31358e79a28b2d7f/416x416.jpg?background=000000&cropX1=0&cropX2=2472&cropY1=89&cropY2=2559,1583.0,1513.0,1400.0,,,,
2423,Ajay Parekh,Parekh,ajay-parekh,no-pic,0.0,65.0,adhesives,Manufacturing,M,India,1681550402483,,,1974.445,1588.0,1588.0,,1584.0,1513.0,1400.0,,,,
2424,Narendrakumar Parekh,Parekh,narendrakumar-parekh,no-pic,0.0,84.0,adhesives,Manufacturing,M,India,1681550402483,,,1981.522,1583.0,1583.0,,1585.0,1513.0,1400.0,,,,
2425,Pierre Karl Péladeau,Péladeau,pierre-karl-peladeau,no-pic,-65.549,61.0,media,Media & Entertainment,M,Canada,1681550402483,,,1947.419,1606.0,1606.0,//specials-images.forbesimg.com/imageserve/5c6da05331358e1c187f2214/416x416.jpg?background=000000&cropX1=9&cropX2=1903&cropY1=13&cropY2=1906,1586.0,1513.0,1400.0,,,,
2426,Pu Zhongjie,Pu,pu-zhongjie,no-pic,3.663,60.0,medical equipment,Healthcare,M,China,1681550402483,,,1222.526,2345.0,2345.0,,1587.0,1513.0,1400.0,,,,
2427,Qian Ying,Qian,qian-ying,no-pic-female,-4.494,57.0,pig breeding,Food & Beverage,F,China,1681550402483,,,1282.301,2257.0,2257.0,,1588.0,1513.0,1400.0,,,,
2428,Qiu Jianping,Qiu,qiu-jianping,qiu-jianping,-0.405,61.0,hand tools,Manufacturing,M,China,1681550402483,,,2388.057,1338.0,1338.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,1589.0,1513.0,1400.0,,,,
2429,P.V. Ramprasad Reddy,Reddy,pv-ramprasad-reddy,pv-ramprasad-reddy,0.0,65.0,pharmaceuticals,Healthcare,M,India,1681550402483,,,1634.039,1860.0,1860.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,1590.0,1513.0,1400.0,,,,
2430,Katie Rodan,Rodan,katie-rodan,katie-rodan,,67.0,skin care,Fashion & Retail,F,United States,1586220790180,CA,California,,,,//specials-images.forbesimg.com/imageserve/5bbbc5cfa7ea4342a949d25e/416x416.jpg?background=000000&cropX1=0&cropX2=2832&cropY1=79&cropY2=2912,1591.0,1513.0,1400.0,,,,
2431,Hussain Sajwani,Sajwani,hussain-sajwani,hussain-sajwani,0.0,70.0,real estate,Real Estate,M,United Arab Emirates,1681550402482,,,4498.759,634.0,634.0,https://specials-images.forbesimg.com/imageserve/603d60e6d1100129fa70b050/416x416.jpg?background=000000&cropX1=382&cropX2=1181&cropY1=216&cropY2=1015,1592.0,1513.0,1400.0,,,,
2432,Karin Schick,Schick,karin-schick,no-pic-female,16.635,,information technology,Technology,F,Germany,1681550402483,,,2085.131,1513.0,1513.0,//specials-images.forbesimg.com/imageserve/5a7e1c0131358e4955ad10a9/416x416.jpg?background=000000&cropX1=2030&cropX2=5379&cropY1=270&cropY2=3616,1593.0,1513.0,1400.0,,,,
2433,Arnout Schuijff,Schuijff,arnout-schuijff,no-pic,-10.304,55.0,payments software,Technology,M,Netherlands,1681550402483,,,2673.174,1191.0,1191.0,,1594.0,1513.0,1400.0,,,,
2434,Shao Qinxiang,Shao,qinxiang-shao,no-pic,-1.08,68.0,diversified,Manufacturing,M,China,1681550402483,,,1911.25,1630.0,1630.0,,1595.0,1513.0,1400.0,,,,
2435,Prachak Tangkaravakoon,Tangkaravakoon,prachak-tangkaravakoon,no-pic,0.0,79.0,paints,Manufacturing,M,Thailand,1681550402483,,,1444.641,2069.0,2069.0,//specials-images.forbesimg.com/imageserve/5ad8df8031358e4112b82e99/416x416.jpg?background=000000&cropX1=1002&cropX2=2560&cropY1=453&cropY2=2012,1596.0,1513.0,1400.0,,,,
2436,David Teoh,Teoh,david-teoh,no-pic,5.362,67.0,telecom,Telecom,M,Australia,1681550402483,,,1511.222,1980.0,1980.0,//specials-images.forbesimg.com/imageserve/5e73f4c110380d0006bda8f8/416x416.jpg?background=000000&cropX1=1174&cropX2=4628&cropY1=120&cropY2=3572,1597.0,1513.0,1400.0,,,,
2437,Jonathan Tisch,Tisch,jonathan-tisch,no-pic,-2.11,69.0,"insurance, NFL team",Diversified,M,United States,1681550402483,NY,New York,1671.461,1837.0,1837.0,,1598.0,1513.0,1400.0,,,,
2438,Pavel Tykac,Tykac,pavel-tykac,pavel-tykac,6.516,58.0,coal mines,Metals & Mining,M,Czechia,1681550402482,,,8571.185,248.0,248.0,//specials-images.forbesimg.com/imageserve/5a7dd4e9a7ea431690131787/416x416.jpg?background=000000&cropX1=1134&cropX2=2843&cropY1=0&cropY2=1710,1599.0,1513.0,1400.0,,,,
2439,Wang Jianfeng,Wang,wang-jianfeng,no-pic,-6.041,53.0,auto parts,Automotive,M,China,1681550402483,,,1028.162,2609.0,2609.0,,1600.0,1513.0,1400.0,,,,
2440,Wang Jilei,Wang,wang-jilei,no-pic,-4.92,58.0,logistics,Logistics,M,China,1681550402483,,,1536.872,1960.0,1960.0,,1601.0,1513.0,1400.0,,,,
2441,Wang Ren-sheng,Wang,wang-ren-sheng,wang-ren-sheng,0.0,91.0,retail,Fashion & Retail,M,Taiwan,1681550402483,,,1969.472,1592.0,1592.0,https://specials-images.forbesimg.com/imageserve/63a0cd2fc894b4f0c7e821b3/416x416.jpg?background=000000&cropX1=0&cropX2=2000&cropY1=197&cropY2=2201,1602.0,1513.0,1400.0,,,,
2442,Chris Wanstrath,Wanstrath,chris-wanstrath,chris-wanstrath,,38.0,software,Technology,M,United States,1586220796190,CA,California,,,,//specials-images.forbesimg.com/imageserve/564a5703e4b0ffa7afe73337/416x416.jpg?background=000000&cropX1=122&cropX2=632&cropY1=29&cropY2=540,1603.0,1513.0,1400.0,,,,
2443,Stephen Winn,Winn,stephen-winn,no-pic,0.0,76.0,real estate services,Real Estate,M,United States,1681550402483,TX,Texas,1672.0,1835.0,1835.0,//specials-images.forbesimg.com/imageserve/5a90b07531358e79a28a2165/416x416.jpg?background=000000&cropX1=4&cropX2=2083&cropY1=210&cropY2=2290,1604.0,1513.0,1400.0,,,,
2444,Elaine Wynn,Wynn,elaine-wynn,elaine-wynn,7.41,80.0,"casinos, hotels",Gambling & Casinos,F,United States,1681550402483,NV,Nevada,2134.462,1484.0,1484.0,https://specials-images.forbesimg.com/imageserve/59de488331358e542c039b45/416x416.jpg?background=000000&cropX1=805&cropX2=3550&cropY1=741&cropY2=3488,1605.0,1513.0,1400.0,"Board Member, Wynn Las Vegas, LLC",False,,
2445,Swift Xie,Xie,swift-xie,no-pic,0.0,43.0,drones,Technology,M,China,1681550402483,,,1440.0,2074.0,2074.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,1606.0,1513.0,1400.0,"Chief Marketing Officer, DJI Technology Co.",False,,
2446,Jane Yan,Yan,yan-jane,no-pic-female,-6.37,53.0,software,Technology,F,China,1681550402483,,,1389.239,2117.0,2117.0,//specials-images.forbesimg.com/imageserve/58c32b964bbe6f0e55885cca/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,1607.0,1513.0,1400.0,,,,
2447,Yang Erzhu,Yang,yang-erzhu,no-pic,,72.0,real estate,Real Estate,M,China,1604523261232,,,,,,,1608.0,1513.0,1400.0,,,,
2448,Yuan Fugen,Yuan,yuan-fugen,no-pic,5.361,72.0,metal processing,Manufacturing,M,China,1681550402483,,,2048.867,1538.0,1538.0,,1609.0,1513.0,1400.0,,,,
2449,David Zalik,Zalik,david-zalik,no-pic,6.898,49.0,financial technology,Technology,M,United States,1681550402483,GA,Georgia,1749.165,1767.0,1767.0,//specials-images.forbesimg.com/imageserve/59e786c6a7ea436b47b40253/416x416.jpg?background=000000&cropX1=1071&cropX2=2905&cropY1=1106&cropY2=2941,1610.0,1513.0,1400.0,"CEO, GreenSky",False,,
2450,Clayton Zekelman,Zekelman,clayton-zekelman,no-pic,0.0,54.0,steel,Manufacturing,M,Canada,1681550402483,,,2184.0,1450.0,1450.0,,1611.0,1513.0,1400.0,,,,
2451,Zhang Yuanlin,Zhang,zhang-yuanlin,no-pic,,47.0,real estate,Real Estate,M,China,1604523253194,,,,,,,1612.0,1513.0,1400.0,,,,
2452,Antti Aarnio-Wihuri,Aarnio-Wihuri,antti-aarnio-wihuri,no-pic,-3.257,83.0,diversified,Diversified,M,Finland,1681550402483,,,1500.237,1996.0,1996.0,//specials-images.forbesimg.com/imageserve/58b739304bbe6f0e5587d172/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=176&cropY2=920,1613.0,1613.0,1300.0,,,,
2453,Rajendra Agarwal,Agarwal,rajendra-agarwal,rajendra-agarwal,0.0,64.0,pharmaceuticals,Healthcare,M,India,1681550402483,,,1352.789,2164.0,2164.0,,1614.0,1613.0,1300.0,,,,
2454,Kutayba Alghanim,Alghanim,kutayba-alghanim,kutayba-alghanim,,77.0,diversified,Diversified,M,Kuwait,1603907319035,,,,,,//specials-images.forbesimg.com/imageserve/58d3cbeb4bbe6f0e5589280b/416x416.jpg?background=000000&cropX1=0&cropX2=1497&cropY1=57&cropY2=1554,1615.0,1613.0,1300.0,,,,
2455,Roberto Angelini Rossi,Angelini Rossi,roberto-angelini-rossi,roberto-angelini-rossi,1.317,74.0,"forestry, mining",Diversified,M,Chile,1681550402483,,,1842.206,1688.0,1688.0,//specials-images.forbesimg.com/imageserve/5a67596fa7ea4316901185cf/416x416.jpg?background=000000&cropX1=1582&cropX2=3501&cropY1=204&cropY2=2122,1616.0,1613.0,1300.0,,,,
2456,Mika Anttonen,Anttonen,mika-anttonen,no-pic,0.0,56.0,oil & gas,Energy,M,Finland,1681550402483,,,1993.659,1571.0,1571.0,//specials-images.forbesimg.com/imageserve/58b061b1a7ea431f321a1929/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=79&cropY2=823,1617.0,1613.0,1300.0,,,,
2457,Carlos Ardila Lülle,Ardila Lülle,carlos-ardila-lulle,carlos-ardila-lulle,,92.0,"soft drinks, diversified",Food & Beverage,M,Colombia,1628868213499,,,,,,//specials-images.forbesimg.com/imageserve/5a985de531358e79a28abaee/416x416.jpg?background=000000&cropX1=0&cropX2=2348&cropY1=45&cropY2=2394,1618.0,1613.0,1300.0,,,,
2458,Lesley Bamberger,Bamberger,lesley-bamberger,no-pic,0.0,57.0,real estate,Real Estate,M,Netherlands,1681550402483,,,1778.612,1737.0,1737.0,//specials-images.forbesimg.com/imageserve/58a380994bbe6f0e5586cf65/416x416.jpg?background=000000&cropX1=129&cropX2=712&cropY1=135&cropY2=718,1619.0,1613.0,1300.0,,,,
2459,Elena Baturina,Baturina,elena-baturina,elena-baturina,0.0,60.0,"investments, real estate",Construction & Engineering,F,Russia,1681550402483,,,1303.0,2222.0,2222.0,//specials-images.forbesimg.com/imageserve/5c71d32531358e35dd26fa5d/416x416.jpg?background=000000&cropX1=465&cropX2=2053&cropY1=177&cropY2=1764,1620.0,1613.0,1300.0,,,,
2460,Banwari Lal Bawri,Bawri,banwari-lal-bawri,no-pic,0.0,70.0,pharmaceuticals,Healthcare,M,India,1681550402483,,,1352.862,2163.0,2163.0,,1621.0,1613.0,1300.0,,,,
2461,Girdhari Lal Bawri,Bawri,girdhari-lal-bawri,no-pic,0.0,75.0,pharmaceuticals,Healthcare,M,India,1681550402483,,,1388.875,2119.0,2119.0,https://specials-images.forbesimg.com/imageserve/60401fd746275cec21413b67/416x416.jpg?background=000000&cropX1=22&cropX2=1137&cropY1=74&cropY2=1189,1622.0,1613.0,1300.0,,,,
2462,Wilhelm Beier,Beier,wilhelm-beier,no-pic,17.717,66.0,pharmaceuticals,Healthcare,M,Germany,1681550402483,,,2188.263,1448.0,1448.0,//specials-images.forbesimg.com/imageserve/5e763abdd8e1ae0007b71cd8/416x416.jpg?background=000000&cropX1=356&cropX2=3110&cropY1=462&cropY2=3218,1623.0,1613.0,1300.0,,,,
2463,Vladimir Bogdanov,Bogdanov,vladimir-bogdanov,vladimir-bogdanov,0.0,71.0,oil,Energy,M,Russia,1681550402483,,,1362.398,2154.0,2154.0,//specials-images.forbesimg.com/imageserve/5e779103d8e1ae0007b72ee5/416x416.jpg?background=000000&cropX1=963&cropX2=3864&cropY1=0&cropY2=2904,1624.0,1613.0,1300.0,,,,
2464,Ana Maria Brescia Cafferata,Brescia Cafferata,ana-maria-brescia-cafferata,no-pic-female,0.0,98.0,"mining, banking",Diversified,F,Peru,1681550402483,,,1000.0,2644.0,2644.0,,1625.0,1613.0,1300.0,,,,
2465,Paolo Bulgari,Bulgari,paolo-bulgari,paolo-bulgari,4.056,85.0,luxury goods,Fashion & Retail,M,Italy,1681550402483,,,1628.621,1865.0,1865.0,//specials-images.forbesimg.com/imageserve/589faa694bbe6f0e55868f1c/416x416.jpg?background=000000&cropX1=184&cropX2=694&cropY1=56&cropY2=567,1626.0,1613.0,1300.0,,,,
2466,Amit Burman,Burman,amit-burman,amit-burman,0.0,53.0,consumer goods,Food & Beverage,M,India,1681550402483,,,1441.906,2071.0,2071.0,//specials-images.forbesimg.com/imageserve/5e765dcb10380d0006fbb1c4/416x416.jpg?background=000000&cropX1=998&cropX2=2236&cropY1=63&cropY2=1302,1627.0,1613.0,1300.0,,,,
2467,Chao Teng-hsiung,Chao,chao-teng-hsiung,chao-teng-hsiung,22.782,78.0,real estate,Real Estate,M,Taiwan,1681550402483,,,2312.184,1374.0,1374.0,https://specials-images.forbesimg.com/imageserve/6091c8a1a69315da50a65df5/416x416.jpg?background=000000&cropX1=8&cropX2=1792&cropY1=8&cropY2=1792,1628.0,1613.0,1300.0,,,,
2468,Cheng Lili,Cheng,cheng-lili,no-pic,-14.592,58.0,poultry breeding,Food & Beverage,M,China,1681550402483,,,1080.342,2535.0,2535.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,1629.0,1613.0,1300.0,,,,
2469,Chin Jong Hwa,Chin,chin-jong-hwa,chin-jong-hwa,22.948,64.0,auto parts,Automotive,M,Taiwan,1681550402483,,,1512.791,1979.0,1979.0,https://specials-images.forbesimg.com/imageserve/63a0c94dc894b4f0c7e82199/416x416.jpg?background=000000&cropX1=548&cropX2=1800&cropY1=8&cropY2=1259,1630.0,1613.0,1300.0,,,,
2470,Daniel Chiu,Chiu,daniel-chiu,no-pic,-1.077,62.0,oil & gas,Energy,M,Hong Kong,1681550402483,,,2106.949,1495.0,1495.0,//specials-images.forbesimg.com/imageserve/5e3b38098b6cf300071df45c/416x416.jpg?background=000000&cropX1=337&cropX2=1080&cropY1=206&cropY2=950,1631.0,1613.0,1300.0,,,,
2471,Turgay Ciner,Ciner,turgay-ciner,turgay-ciner,,67.0,diversified,Diversified,M,Turkey,1617670424608,,,,,,//specials-images.forbesimg.com/imageserve/5c725c0aa7ea4310004353c9/416x416.jpg?background=000000&cropX1=272&cropX2=1487&cropY1=39&cropY2=1255,1632.0,1613.0,1300.0,,,,
2472,Jack Cockwell,Cockwell,jack-cockwell,no-pic,-13.89,82.0,"real estate, private equity",Finance & Investments,M,Canada,1681550402483,,,1674.582,1831.0,1831.0,//specials-images.forbesimg.com/imageserve/5c6dad7ca7ea43100042f171/416x416.jpg?background=000000&cropX1=53&cropX2=2773&cropY1=4&cropY2=2725,1633.0,1613.0,1300.0,,,,
2473,Jim Crane,Crane,jim-crane,no-pic,0.0,69.0,"logistics, baseball",Sports,M,United States,1681550402483,TX,Texas,1634.0,1861.0,1861.0,//specials-images.forbesimg.com/imageserve/5e134e634e291700061a8b06/416x416.jpg?background=000000&cropX1=206&cropX2=2525&cropY1=44&cropY2=2364,1634.0,1613.0,1300.0,,,,
2474,Brunello Cucinelli,Cucinelli,brunello-cucinelli,brunello-cucinelli,99.635,69.0,fashion,Fashion & Retail,M,Italy,1681550402483,,,3777.342,781.0,781.0,//specials-images.forbesimg.com/imageserve/5e76d2d3d8e1ae0007b72603/416x416.jpg?background=000000&cropX1=380&cropX2=2885&cropY1=15&cropY2=2519,1635.0,1613.0,1300.0,,,,
2475,Alexandra Daitch,Daitch,alexandra-daitch,no-pic-female,0.0,60.0,Cargill,Food & Beverage,F,United States,1681550402483,CT,Connecticut,1873.563,1654.0,1654.0,,1636.0,1613.0,1300.0,,,,
2476,Sol Daurella,Daurella,sol-daurella,no-pic-female,-3.29,57.0,Coca-Cola,Food & Beverage,F,Spain,1681550402483,,,2124.378,1489.0,1489.0,//specials-images.forbesimg.com/imageserve/5e77bfc4d8e1ae0007b7351b/416x416.jpg?background=000000&cropX1=1114&cropX2=3885&cropY1=121&cropY2=2893,1637.0,1613.0,1300.0,,,,
2477,Darwin Deason,Deason,darwin-deason,darwin-deason,0.0,82.0,Xerox,Service,M,United States,1681550402483,TX,Texas,1181.7,2407.0,2407.0,https://specials-images.forbesimg.com/imageserve/5c6d108aa0562eb2d1cc12c2f9b4a345/416x416.jpg?background=000000&cropX1=191&cropX2=1035&cropY1=0&cropY2=845,1638.0,1613.0,1300.0,,,,
2478,Deng Hui,Deng,deng-hui,no-pic,,60.0,software,Technology,M,United States,1617670472180,,,,,,,1639.0,1613.0,1300.0,,,,
2479,Daniel Dines,Dines,daniel-dines,no-pic,-42.692,51.0,software,Technology,M,Romania,1681550402483,NY,New York,1850.326,1681.0,1681.0,//specials-images.forbesimg.com/imageserve/5e8b624dc095010007bffe4e/416x416.jpg?background=000000&cropX1=0&cropX2=4000&cropY1=1123&cropY2=5126,1640.0,1613.0,1300.0,,,,
2480,David Harding,Harding,david-harding,david-harding,,61.0,finance,Finance & Investments,M,United Kingdom,1617670592257,,,,,,//specials-images.forbesimg.com/imageserve/5e77ee2bc7b02d000666e185/416x416.jpg?background=000000&cropX1=485&cropX2=2975&cropY1=6&cropY2=2496,1641.0,1613.0,1300.0,"Chairman & Head of Research, Winton Capital Management",False,,
2481,Ayman Hariri,Hariri,ayman-hariri,ayman-hariri,0.0,44.0,"construction, investments",Construction & Engineering,M,Lebanon,1681550402483,,,1400.0,2108.0,2109.0,//specials-images.forbesimg.com/imageserve/5e76eb7210380d0006fbb92c/416x416.jpg?background=000000&cropX1=84&cropX2=847&cropY1=64&cropY2=827,1642.0,1613.0,1300.0,,,,
2482,Ilkka Herlin,Herlin,ilkka-herlin,ilkka-herlin,26.894,64.0,"elevators, escalators",Manufacturing,M,Finland,1681550402483,,,1800.107,1719.0,1719.0,//specials-images.forbesimg.com/imageserve/5a7de14a4bbe6f2652f51f1e/416x416.jpg?background=000000&cropX1=136&cropX2=1278&cropY1=43&cropY2=1186,1643.0,1613.0,1300.0,,,,
2483,Ilona Herlin,Herlin,ilona-herlin,no-pic-female,26.622,58.0,"elevators, escalators",Manufacturing,F,Finland,1681550402483,,,1684.834,1822.0,1822.0,,1644.0,1613.0,1300.0,,,,
2484,Niranjan Hiranandani,Hiranandani,niranjan-hiranandani,niranjan-hiranandani,0.0,73.0,real estate,Real Estate,M,India,1681550402483,,,1544.488,1950.0,1950.0,//specials-images.forbesimg.com/imageserve/5e76981910380d0006fbb54f/416x416.jpg?background=000000&cropX1=498&cropX2=2965&cropY1=133&cropY2=2601,1645.0,1613.0,1300.0,,,,
2485,Hong Jie,Hong,hong-jie,no-pic,141.358,55.0,paint,Manufacturing,M,China,1681550402482,,,4047.403,717.0,717.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,1646.0,1613.0,1300.0,,,,
2486,Drew Houston,Houston,drew-houston,drew-houston,12.482,40.0,cloud storage service,Technology,M,United States,1681550402483,CA,California,1658.421,1846.0,1846.0,https://specials-images.forbesimg.com/imageserve/618e793ad4b8f4524893c0c6/416x416.jpg?background=000000&cropX1=686&cropX2=3354&cropY1=0&cropY2=2667,1647.0,1613.0,1300.0,"CEO, Dropbox",False,,
2487,Hu Gengxi,Hu,hu-gengxi,no-pic,,59.0,Bio-Pharma,Healthcare,M,China,1604523231309,,,,,,,1648.0,1613.0,1300.0,,,,
2488,Hu Yangzhong,Hu,hu-yangzhong,no-pic,-28.657,58.0,technology,Technology,M,China,1681550402483,,,2281.436,1383.0,1383.0,,1649.0,1613.0,1300.0,,,,
2489,"B. Wayne Hughes, Jr.",Hughes,b-wayne-hughes-jr,no-pic,-71.72,62.0,storage facilities,Real Estate,M,United States,1681550402483,CA,California,1965.89,1594.0,1594.0,,1650.0,1613.0,1300.0,,,,
