price,bedrooms,living_area_sqft,year_built,neighborhood
380000,3,2643,2006,NridgHt
250000,3,1634,2006,NridgHt
440000,2,1976,2006,NridgHt
418000,4,2758,2005,NridgHt
500067,2,2290,2007,NridgHt
260116,3,2152,2007,NridgHt
317000,4,2473,2004,NridgHt
319500,3,2100,2007,NridgHt
325624,3,2161,2007,NridgHt
372000,3,1802,2006,NridgHt
342000,5,2956,2004,NridgHt
354000,4,2468,2004,NridgHt
350000,3,2385,2003,NridgHt
285000,4,2374,2003,NridgHt
281500,3,1818,2007,NridgHt
245700,3,1614,2005,NridgHt
232698,3,1721,2005,NridgHt
250000,3,1828,2006,NridgHt
194700,2,1362,2005,NridgHt
204000,1,1302,2005,NridgHt
200000,1,1302,2005,NridgHt
207000,2,1362,2005,NridgHt
209500,2,1554,2006,NridgHt
209500,2,1554,2006,NridgHt
202500,2,1370,2006,NridgHt
280000,2,1577,2005,NridgHt
277500,2,1561,2005,NridgHt
318061,2,1869,2007,NridgHt
221370,2,1324,2006,NridgHt
200000,2,1405,2003,NridgHt
181755,3,1496,2007,Gilbert
176000,3,1536,2005,Gilbert
178900,3,1484,2005,Gilbert
168165,3,1458,2006,Gilbert
171925,3,1495,2006,Gilbert
198444,3,1746,2006,Gilbert
203000,3,1326,2005,Gilbert
179540,3,1456,2007,Gilbert
176485,3,1302,2007,Gilbert
181134,3,1340,2007,Gilbert
156932,3,1412,2006,Gilbert
166000,3,1504,2007,Gilbert
177594,3,1456,2007,Gilbert
173500,3,1258,2007,Gilbert
172500,2,1258,2006,Blmngtn
194201,2,1402,2006,Blmngtn
226500,2,1589,2003,Blmngtn
185485,2,1266,2007,Blmngtn
259000,3,1530,2004,Gilbert
188500,2,1119,2004,Gilbert
175000,3,1374,2004,Gilbert
215000,4,1959,2004,Gilbert
206580,3,1525,2006,Gilbert
183500,3,1720,2004,Gilbert
165500,3,1394,2003,Gilbert
211000,4,1948,2003,Gilbert
181000,3,1690,2000,Gilbert
219500,4,1995,2002,Gilbert
175000,3,1647,1999,Gilbert
170000,3,1430,2000,Gilbert
162000,3,1320,2003,Gilbert
187000,3,1690,2000,Gilbert
185000,3,1644,1999,Gilbert
745000,4,4476,1996,NoRidge
384500,4,2551,1997,NoRidge
248000,4,2285,2000,NoRidge
466500,2,2633,2001,NoRidge
410000,4,3078,1998,NoRidge
322500,4,2582,1998,NoRidge
252000,4,2385,1998,NoRidge
755000,4,4316,1994,NoRidge
269790,3,2013,1996,NoRidge
315750,3,2398,1996,NoRidge
290000,4,2520,1995,NoRidge
290000,4,2531,1995,NoRidge
430000,4,3228,1992,NoRidge
263000,4,2202,1992,NoRidge
330000,4,2538,1996,NoRidge
213133,3,1369,2007,Somerst
260261,3,1542,2007,Somerst
320000,3,1905,2006,Somerst
282922,3,1464,2007,Somerst
215000,3,1534,2006,Somerst
419005,1,1966,2007,Somerst
255000,3,1636,2006,Somerst
147000,2,1795,2006,Somerst
235876,3,1528,2007,Somerst
311872,3,1726,2007,Somerst
248328,3,1689,2007,Somerst
227000,3,1588,2006,Somerst
260000,3,1538,2005,Somerst
225000,3,1496,2007,Somerst
249000,3,1506,2005,Somerst
307000,3,1694,2004,Somerst
250000,3,1977,2006,Somerst
221300,3,1830,2006,Somerst
208900,3,1338,2007,Somerst
210400,3,1335,2006,Somerst
255000,3,1792,2007,Somerst
212109,3,1588,2007,Somerst
270000,3,1959,2006,Somerst
303477,4,2610,2007,Somerst
310013,3,1880,2007,Somerst
249700,3,1656,2006,Somerst
227875,3,1761,2007,Somerst
261329,2,1584,2007,Somerst
253000,2,1685,2006,Somerst
265000,4,2443,2004,Somerst
340000,4,2466,2004,Somerst
146000,3,1100,2006,SawyerW
147000,3,1143,2006,SawyerW
149000,3,1094,2003,SawyerW
181000,3,1486,2006,SawyerW
201000,3,1721,1994,SawyerW
191750,3,1820,1993,SawyerW
179000,3,1349,2000,SawyerW
215000,3,1494,1998,SawyerW
179200,2,1575,1992,SawyerW
128000,2,1266,1980,SawyerW
144000,2,884,1983,SawyerW
144000,4,2020,1977,SawyerW
120750,2,894,1977,Sawyer
132500,2,970,1963,Sawyer
132000,3,1057,1962,Sawyer
132500,3,999,1962,Sawyer
129000,3,1120,1961,Sawyer
143900,3,1696,1962,Sawyer
145000,3,1040,1968,Sawyer
128500,3,988,1961,Sawyer
125500,3,902,1967,Sawyer
300000,3,2503,1990,Veenker
294000,3,2167,1974,Veenker
129000,2,1037,1974,Sawyer
171000,3,1701,1975,Sawyer
147000,2,1055,1973,Sawyer
302000,4,2810,1990,NoRidge
285000,4,2872,1992,NoRidge
214000,2,1378,2004,Somerst
166000,2,1151,2006,Somerst
193800,2,1565,2006,Somerst
208900,2,1352,2006,Somerst
194000,2,1352,2006,Somerst
207500,2,1550,2006,Somerst
199900,1,1241,2006,Somerst
164700,2,1250,2006,Somerst
176500,3,1501,1999,Somerst
176000,2,1458,1999,Somerst
168500,2,1512,2000,Somerst
177000,3,1573,2000,Somerst
177000,3,1525,2000,Somerst
148800,2,1102,2004,Somerst
174000,2,1441,1999,Somerst
239000,3,1950,1997,Somerst
204000,3,1358,1999,Somerst
301000,3,2048,2003,Somerst
312500,3,2362,1998,Somerst
279700,1,1494,1994,Veenker
255000,3,2362,1980,Veenker
194000,2,1432,1978,Veenker
218000,3,1437,1976,Veenker
213750,1,1295,1978,Greens
187000,3,1855,1976,Veenker
181500,3,1262,1976,Veenker
373000,2,2497,1981,Veenker
190000,4,2620,1977,Sawyer
226000,3,1929,2001,Somerst
143450,3,1152,1968,NWAmes
240050,4,2411,1970,NWAmes
162500,3,1082,1969,NWAmes
164000,3,1295,1968,NWAmes
185000,3,1610,1972,NWAmes
188500,2,1594,1993,NWAmes
255000,3,2075,1993,NWAmes
136905,4,1680,1976,NWAmes
158500,3,1093,1966,NWAmes
175500,3,1242,1973,NWAmes
127000,3,1052,1963,NWAmes
127000,3,1107,1967,NAmes
143000,3,1214,1967,NAmes
156000,3,1073,1965,NAmes
144000,2,1344,1958,NAmes
119000,6,1728,1964,NAmes
103000,2,1224,1964,NAmes
139900,3,1422,1960,NAmes
151500,2,958,1960,NAmes
126500,3,1065,1960,NAmes
145000,3,1138,1958,NAmes
120000,2,912,1958,NAmes
124000,2,1074,1956,NAmes
106500,3,882,1959,NAmes
140500,2,1187,1961,NAmes
137500,3,964,1961,NAmes
117600,3,894,1960,NAmes
163500,3,1200,1966,NAmes
161000,3,1042,1965,NAmes
158000,3,1302,1964,NAmes
224500,5,2154,1964,NAmes
147000,3,1374,1964,NAmes
200000,3,1652,1959,NAmes
181900,3,1429,1960,NAmes
150750,3,1327,1959,NAmes
101800,2,1224,1962,NAmes
124000,2,932,1950,NAmes
138500,2,908,1940,NAmes
39300,1,334,1946,BrkSide
64500,2,666,1946,BrkSide
64000,2,670,1945,BrkSide
112000,2,808,1958,BrkSide
165000,4,1977,1964,NAmes
144000,2,1150,1955,NAmes
137000,4,1920,1948,NAmes
105000,3,1376,1941,NAmes
146500,3,1644,1942,NAmes
126000,4,1560,1968,NAmes
175000,3,1280,1966,NAmes
158500,3,1254,1961,NAmes
114500,2,912,1958,NAmes
144000,3,1524,1958,NAmes
129000,3,2380,1965,NAmes
141000,2,936,1957,NAmes
131000,3,1008,1956,NAmes
142100,3,1053,1963,NAmes
139000,3,1056,1958,NAmes
157900,4,1442,1958,NAmes
139400,3,1056,1954,NAmes
150000,3,1244,1957,NAmes
120000,3,1144,1960,NAmes
174850,4,1721,1957,NAmes
116000,2,922,1957,NAmes
135000,3,1048,1956,NAmes
163500,3,1657,1970,NAmes
130000,3,1411,1955,NAmes
129500,3,1216,1955,NAmes
142000,3,1154,1953,NAmes
128600,4,1560,1958,NAmes
125000,2,948,1952,NAmes
136000,3,1040,1953,NAmes
134500,2,1008,1953,NAmes
127000,3,925,1956,NAmes
130000,3,1360,1955,NAmes
115000,4,1540,1955,NAmes
116900,3,925,1955,NAmes
132000,2,928,1956,NAmes
153000,3,1647,1953,NAmes
112500,2,924,1952,OldTown
138000,3,1544,1890,OldTown
135000,2,893,1949,NAmes
156000,3,1728,1953,NAmes
301600,4,3086,1935,NAmes
109000,2,1034,1940,OldTown
103200,1,882,1956,OldTown
128500,1,1281,1925,OldTown
64500,4,968,1927,OldTown
148000,3,1534,1895,OldTown
86000,2,691,1920,OldTown
172000,4,1651,1963,NAmes
120000,3,888,1961,NAmes
128500,3,952,1968,NAmes
135000,5,2080,1969,NAmes
122900,3,924,1949,NAmes
119200,2,1082,1948,NAmes
143000,3,1846,1949,NAmes
119000,3,988,1950,NAmes
102000,3,1238,1950,NAmes
129000,3,864,1950,NAmes
135000,2,1134,1960,NAmes
152000,3,1040,1959,NAmes
140000,3,1170,1958,NAmes
152000,3,1242,1960,NAmes
156500,3,1377,1960,NAmes
141000,6,1800,1961,NAmes
99000,3,925,1961,NAmes
187000,3,1851,1964,NAmes
169500,4,1812,1962,NAmes
125500,2,864,1962,NAmes
130000,3,936,1962,NAmes
103000,2,960,1926,OldTown
132000,2,1432,1910,OldTown
127500,3,1296,1927,OldTown
89500,2,1022,1922,OldTown
140000,2,936,1980,OldTown
99900,2,967,1920,OldTown
100000,2,1047,1885,OldTown
130000,2,1072,1940,OldTown
135000,2,1174,1900,OldTown
120000,2,1183,1948,OldTown
89471,2,1131,1937,OldTown
85000,3,1141,1900,OldTown
108500,2,960,1920,OldTown
137000,4,1798,1900,OldTown
110500,2,866,1945,OldTown
100000,2,968,1923,OldTown
184900,3,1772,1910,OldTown
145000,4,1642,1927,OldTown
125000,3,1472,1925,OldTown
114000,3,1232,1910,OldTown
90000,5,2337,1900,OldTown
144100,3,1650,1910,OldTown
117500,5,2210,1880,OldTown
124500,3,1358,1930,OldTown
185000,3,2454,1879,OldTown
133900,4,2291,1910,OldTown
152000,3,1616,1926,OldTown
153500,2,1559,1948,OldTown
159500,3,2554,1890,OldTown
87000,2,1248,1930,OldTown
104500,2,968,1956,OldTown
110000,1,1382,1949,OldTown
136500,1,1060,1925,BrkSide
128250,3,1435,1950,BrkSide
144000,3,1167,1920,BrkSide
210000,3,1635,1923,BrkSide
135000,3,1274,1939,BrkSide
128000,3,1232,1939,BrkSide
131000,3,1218,1941,BrkSide
113000,2,884,1939,BrkSide
126000,3,1409,1938,BrkSide
132000,4,1322,1939,BrkSide
131750,3,1426,1930,BrkSide
132500,2,1281,1926,BrkSide
137500,4,1513,1920,BrkSide
132000,2,854,1929,BrkSide
127500,3,1367,1931,BrkSide
102000,2,986,1926,BrkSide
200000,4,2264,1918,OldTown
180500,3,1824,1919,BrkSide
165000,3,1376,1920,BrkSide
90000,4,1316,1926,BrkSide
153575,3,1396,1915,BrkSide
140000,3,1344,1929,OldTown
136000,5,2526,1916,OldTown
113000,3,1173,1901,OldTown
117000,2,1214,1901,OldTown
169500,4,1818,1931,IDOTRR
139400,3,1108,1930,IDOTRR
202500,5,2294,1963,IDOTRR
127000,3,1355,1914,IDOTRR
141000,3,1375,1937,IDOTRR
212300,4,1952,1950,IDOTRR
161000,3,2180,1915,IDOTRR
99500,3,1315,1958,IDOTRR
101000,3,1111,1920,IDOTRR
109900,2,1196,1916,IDOTRR
128500,2,1382,1941,OldTown
122000,4,1889,1910,OldTown
87000,3,840,1930,OldTown
50000,3,1484,1910,IDOTRR
219000,3,2267,1937,Sawyer
200500,3,3086,1946,ClearCr
126000,3,1134,1940,Edwards
108500,2,1282,1942,SWISU
130000,3,999,1963,Sawyer
158450,2,1452,1964,Sawyer
115400,3,1005,1964,Sawyer
118500,3,1029,1961,Sawyer
165000,3,1020,1964,Sawyer
123000,3,1040,1966,Sawyer
129000,3,913,1966,Sawyer
125000,3,894,1966,Sawyer
108000,3,948,1968,Sawyer
119900,2,868,1971,Sawyer
115000,3,897,1968,Sawyer
134500,2,943,1967,Sawyer
127000,3,955,1966,Sawyer
129000,3,894,1968,Sawyer
143500,3,1285,1977,Sawyer
129000,3,912,1966,Sawyer
187000,3,1375,1956,Sawyer
158000,4,2654,1920,Sawyer
112000,3,1416,1918,Sawyer
165250,2,1302,1940,Sawyer
150000,3,1299,1954,Sawyer
137000,3,1176,1958,Sawyer
89500,3,998,1945,Sawyer
302000,2,1824,1971,ClearCr
182000,3,1522,1984,ClearCr
211000,4,2060,1988,ClearCr
216000,3,1325,1948,Edwards
130000,3,1630,1953,Edwards
109900,2,1242,1946,Edwards
255000,4,2422,1954,ClearCr
243000,4,2158,1950,Edwards
154000,3,1626,1954,Edwards
118000,3,864,1958,SWISU
80000,3,943,1958,Edwards
150000,4,1440,1977,Edwards
86000,2,605,1920,Edwards
130000,2,1038,1984,Edwards
125000,4,1342,1951,Edwards
136500,4,1480,1951,Edwards
96000,4,1362,1920,Edwards
120000,3,1340,1957,Edwards
228500,4,1822,1984,SawyerW
179900,3,1442,1990,SawyerW
225000,4,2243,1990,SawyerW
301000,4,2730,1986,SawyerW
238000,4,2127,1991,SawyerW
228500,3,1982,1989,SawyerW
220000,3,1958,1994,SawyerW
383970,4,2696,2007,CollgCr
424870,4,2828,2006,CollgCr
250000,3,1651,2007,CollgCr
360000,3,2140,2006,CollgCr
279500,3,1494,2006,CollgCr
200141,3,1316,2007,CollgCr
246500,3,1651,2007,CollgCr
276000,3,2574,2007,CollgCr
203000,3,1274,2005,CollgCr
155835,3,1456,2006,CollgCr
194000,2,1240,2006,CollgCr
195400,2,1208,2007,CollgCr
217000,3,1546,2005,CollgCr
212999,3,1500,2006,CollgCr
175900,2,1270,2005,CollgCr
191000,3,1795,2005,CollgCr
176432,3,1314,2006,CollgCr
277000,3,2062,1988,SawyerW
207000,3,1873,1988,SawyerW
277000,4,2144,1958,ClearCr
240000,3,1953,1992,ClearCr
187500,5,2087,1966,ClearCr
279000,0,1743,1976,ClearCr
139500,3,1022,1994,CollgCr
126000,3,990,1994,CollgCr
177500,3,1200,1995,CollgCr
175000,3,1308,1997,CollgCr
211000,3,1796,1998,CollgCr
146000,3,990,1994,CollgCr
147900,3,1097,1996,CollgCr
123600,3,990,1994,CollgCr
204750,3,1786,1997,CollgCr
235500,3,1873,1999,CollgCr
217000,3,1753,1998,CollgCr
190550,3,1690,2001,CollgCr
217500,3,1842,2000,CollgCr
226000,3,1479,2003,CollgCr
180000,3,1668,2003,CollgCr
131000,3,894,1974,CollgCr
153500,3,1025,1976,CollgCr
160000,3,1009,1977,CollgCr
134900,3,1040,1977,CollgCr
130000,3,907,1977,CollgCr
120000,3,879,1975,CollgCr
112500,3,882,1972,CollgCr
122000,3,969,1975,CollgCr
127000,3,864,1972,CollgCr
117000,3,875,1972,CollgCr
305900,3,2000,2004,CollgCr
228500,3,2169,2002,CollgCr
270000,3,1673,2000,CollgCr
192000,3,1459,2002,CollgCr
213000,3,1932,2003,CollgCr
200000,3,1729,2002,CollgCr
267000,4,2452,1998,CollgCr
228000,3,1592,1994,CollgCr
275000,4,2439,2001,CollgCr
211000,3,1992,1996,CollgCr
285000,3,1668,2002,CollgCr
240000,3,2090,1995,CollgCr
131500,1,848,2003,CollgCr
246900,1,1341,1999,CollgCr
219500,4,1928,2003,CollgCr
185000,3,1337,2003,CollgCr
179400,3,1476,2007,CollgCr
213500,3,1797,2006,CollgCr
179600,3,1422,2004,CollgCr
173500,2,1190,2005,CollgCr
167840,3,1330,2006,CollgCr
168675,3,1491,2006,CollgCr
167000,3,1536,2005,CollgCr
140000,2,1214,1965,Edwards
118500,2,936,1967,Edwards
110000,2,1088,1963,Edwards
94750,3,960,1965,Edwards
122000,3,1351,1925,Edwards
110000,2,1179,1960,Edwards
118500,3,816,1990,Edwards
133500,3,1044,1976,Edwards
148000,3,1113,1976,Edwards
141000,5,2233,1979,Edwards
155000,2,1125,2006,Edwards
157000,2,1090,2005,Edwards
171500,3,1408,2005,Edwards
183850,2,5095,2008,Edwards
184750,3,4676,2007,Edwards
140000,2,1072,2005,Edwards
131750,2,960,1959,Edwards
61500,2,1152,1955,Edwards
111000,3,948,1954,Edwards
98500,4,1195,1946,Edwards
79000,3,774,1931,Edwards
108500,2,865,1920,Edwards
110000,3,894,1954,Edwards
112000,2,1346,1910,Edwards
125000,2,768,1955,Edwards
79275,3,864,1955,Edwards
119000,3,948,1954,Edwards
200000,8,3395,1914,SWISU
150000,6,2592,1923,SWISU
165000,3,1502,1923,Crawfor
96500,2,789,1926,Crawfor
136500,3,1422,1926,Crawfor
146500,2,1298,1921,Crawfor
175000,3,1768,1937,SWISU
148500,2,1098,1930,Crawfor
141500,3,1436,1921,Crawfor
189950,3,1426,1918,Crawfor
135000,3,1461,1926,Crawfor
164000,4,1646,1941,Crawfor
90350,2,694,1913,Crawfor
139000,3,1250,1910,Crawfor
119750,2,954,1938,Crawfor
145000,4,1958,1946,Crawfor
145000,4,2002,1949,Crawfor
238000,4,1718,1927,Crawfor
153500,2,1226,1951,Crawfor
239000,4,2624,1918,Crawfor
359100,4,3194,1934,Crawfor
188000,4,1755,1930,Crawfor
220000,3,1991,1932,Crawfor
140000,3,1355,1941,Crawfor
315000,3,2727,1932,Crawfor
259500,3,2320,1945,Crawfor
257500,3,1839,1957,Crawfor
219500,3,1740,1940,Crawfor
217000,3,2259,1953,Crawfor
201000,3,1560,1960,Crawfor
215000,3,1488,1968,Crawfor
123900,2,1045,1980,Blueste
170000,4,1680,1995,Crawfor
200000,1,1020,1988,Blueste
198000,3,1696,1971,Crawfor
200624,4,2515,1957,Crawfor
315000,2,2726,1986,Crawfor
115000,3,1517,1919,IDOTRR
141000,3,1215,1940,IDOTRR
87000,2,803,1941,IDOTRR
129850,3,1601,1925,IDOTRR
100000,3,1123,1939,IDOTRR
150909,3,1828,1923,IDOTRR
75200,2,816,1922,IDOTRR
118400,2,1012,1920,IDOTRR
67000,2,1077,1920,IDOTRR
152000,4,1558,1950,IDOTRR
68104,1,845,1939,IDOTRR
119600,4,1991,1895,IDOTRR
140000,3,1073,1957,IDOTRR
124900,2,1001,1930,IDOTRR
375000,2,1625,2006,Crawfor
235000,2,1625,2006,Crawfor
183500,2,1299,1979,Mitchel
156000,2,912,1978,Mitchel
134000,3,1080,1983,Mitchel
215000,3,1392,2002,Mitchel
245000,1,1409,2002,Mitchel
210000,3,1478,1991,Mitchel
148000,3,918,1975,Mitchel
143000,2,1026,1974,Mitchel
244000,2,1501,1987,Timber
330000,1,1502,1998,GrnHill
170000,2,1328,1959,Timber
257000,4,2279,1958,Timber
231713,3,1689,2006,Timber
267300,2,1564,2006,Timber
265900,2,1484,2006,Timber
239000,3,1571,2007,Timber
248900,3,1646,2006,Timber
174000,3,1240,1985,Timber
187500,3,1717,1990,Timber
204000,3,1756,1996,Timber
180500,2,1312,2001,Timber
187500,3,1146,2003,Timber
282000,2,1922,2002,Timber
178000,3,1491,1996,Timber
270000,3,1629,2002,Timber
279900,5,2486,2003,Timber
186700,3,1572,1963,Timber
283463,3,1776,2006,Timber
392000,3,1824,2006,Timber
281213,4,2482,2005,Timber
147000,3,1120,2007,Mitchel
130000,2,2034,1953,Mitchel
140000,0,936,1996,Mitchel
132250,3,1040,1963,Mitchel
143000,4,1632,1967,Mitchel
168000,3,1622,1961,Mitchel
129900,3,1060,1976,MeadowV
134000,3,1142,1976,MeadowV
85500,3,1092,1972,MeadowV
106500,2,992,1970,MeadowV
93900,3,1092,1970,MeadowV
75000,3,1092,1970,MeadowV
84500,1,630,1970,MeadowV
75190,3,1092,1976,MeadowV
146800,3,1062,1976,Mitchel
153500,1,1008,1977,Mitchel
188000,3,1356,1977,Mitchel
196000,3,1676,1977,Mitchel
157000,3,1432,1977,Mitchel
138000,2,796,1971,Mitchel
129500,2,768,1970,Mitchel
80000,3,1608,1961,Mitchel
129500,2,845,1982,Mitchel
135000,3,1178,1976,Mitchel
124500,2,816,1982,Mitchel
139000,2,816,1983,Mitchel
93500,3,974,1991,Mitchel
124500,3,887,1984,Mitchel
149900,2,1293,1954,NAmes
157500,2,1024,1956,NAmes
169000,3,1797,1957,NAmes
252000,1,1390,1957,NAmes
192100,3,1851,1969,NAmes
183500,3,1525,1997,Gilbert
222000,4,2236,1997,Gilbert
170000,3,1671,1995,Gilbert
187500,3,1498,1995,Gilbert
202000,3,1776,1996,Gilbert
185000,3,1511,1997,Gilbert
320000,4,2462,2005,Gilbert
240000,3,1670,2006,Gilbert
250000,4,2064,2005,Gilbert
239900,3,1801,2005,Gilbert
309000,3,2212,2005,Gilbert
274725,3,2021,2006,Gilbert
270000,4,2687,1994,StoneBr
183500,3,1169,1993,Gilbert
165600,3,1501,1993,Gilbert
176500,3,1632,1998,Gilbert
130000,2,1204,1987,StoneBr
239000,2,1767,1987,StoneBr
275000,2,1742,1985,StoneBr
457347,3,2798,2005,StoneBr
545224,5,3390,2006,StoneBr
356383,4,2473,2006,StoneBr
556581,4,2868,2005,StoneBr
361919,4,2576,2006,StoneBr
535000,4,2698,2006,StoneBr
401179,4,2795,2005,StoneBr
438780,3,2945,2006,StoneBr
169000,2,2320,1948,Gilbert
145000,3,1056,1955,Gilbert
318000,2,1714,2005,StoneBr
319000,3,1826,2005,StoneBr
470000,3,2000,2005,StoneBr
202500,3,1621,1984,NWAmes
229000,4,2183,1988,NWAmes
235000,3,2263,1977,NWAmes
190000,3,1574,1976,NWAmes
169000,2,1102,1980,NWAmes
241500,3,1872,1988,NWAmes
188900,4,1857,1978,NWAmes
207500,3,1686,1980,NWAmes
250000,5,2784,1978,NWAmes
179900,3,1552,1975,NWAmes
172000,2,1083,1976,NWAmes
294323,3,2318,2005,Somerst
184500,3,1875,1975,NWAmes
153500,3,1074,1975,NWAmes
162900,4,1664,1976,NWAmes
181000,3,1309,1974,NWAmes
155000,3,1103,1974,NWAmes
138800,3,1096,1969,NAmes
116050,3,864,1970,NAmes
88000,3,858,1971,NAmes
97500,3,874,1971,NAmes
190000,2,1419,2002,NAmes
105500,3,1092,1973,BrDale
125500,3,1365,1973,BrDale
83000,2,987,1973,BrDale
116000,3,1030,1972,BrDale
91500,3,1218,1971,BrDale
118000,3,1218,1972,BrDale
89000,2,948,1972,BrDale
108000,3,1092,1972,BrDale
94500,2,987,1972,BrDale
146300,2,1069,1975,NPkVill
145000,3,1387,1967,NAmes
123000,3,900,1967,NAmes
137500,2,1055,1976,NPkVill
144000,3,1456,1976,NPkVill
315000,3,1980,2004,NridgHt
412083,4,2589,2006,NridgHt
342643,4,2596,2006,NridgHt
252000,2,1618,2004,NridgHt
465000,2,2076,2006,NridgHt
293000,4,1740,2006,NridgHt
415000,2,1868,2005,NridgHt
326000,3,1850,2004,NridgHt
325300,4,2376,2005,NridgHt
309000,4,2452,2004,NridgHt
300000,4,2206,2005,NridgHt
275500,3,2098,2005,NridgHt
338500,3,2091,2005,NridgHt
345000,4,2324,2005,NridgHt
344133,3,2253,2005,NridgHt
298236,4,2389,2006,NridgHt
329900,4,2358,2005,NridgHt
360000,3,1944,2003,NridgHt
281000,3,1970,2006,NridgHt
372397,2,1792,2005,NridgHt
378000,2,1780,2004,NridgHt
374000,2,1792,2003,NridgHt
437154,4,2728,2005,NridgHt
275000,3,1904,2005,NridgHt
279000,3,1914,2004,NridgHt
185850,2,1364,2005,NridgHt
282500,2,1565,2005,NridgHt
202500,2,1368,2005,NridgHt
202665,2,1368,2005,NridgHt
332200,1,1686,2006,NridgHt
310090,2,1666,2006,NridgHt
171750,2,1405,2003,NridgHt
169990,3,1316,2005,Gilbert
170440,3,1456,2005,Gilbert
169985,3,1492,2006,Gilbert
179665,3,1496,2006,Gilbert
219210,4,1863,2006,Gilbert
174190,3,1326,2006,Gilbert
172785,3,1456,2006,Gilbert
258000,4,2373,2004,Gilbert
185101,3,1492,2006,Gilbert
210250,2,1364,2006,Blmngtn
234000,2,1557,2003,Blmngtn
215000,2,1456,2003,Blmngtn
246990,2,1511,2002,Blmngtn
178740,2,1414,2004,Blmngtn
225000,2,1548,2004,Blmngtn
167240,2,1248,2005,Blmngtn
156820,2,1142,2005,Blmngtn
213490,2,1506,2005,Blmngtn
264561,1,1567,2006,Blmngtn
246578,2,1500,2006,Blmngtn
192140,4,1838,2005,Gilbert
183200,3,1509,2002,Gilbert
178000,3,1414,2004,Gilbert
201490,3,1598,2004,Gilbert
230500,3,1936,2000,Gilbert
180000,3,1509,2003,Gilbert
172400,3,1664,2000,Gilbert
215000,3,1889,2000,Gilbert
199900,4,1886,1998,Gilbert
173000,3,1671,2000,Gilbert
287602,4,2322,2006,Gilbert
230000,4,2291,1999,Gilbert
348000,3,2392,1997,NoRidge
286000,3,1976,1998,NoRidge
300000,3,2234,2000,NoRidge
625000,4,3627,1995,NoRidge
405000,4,2855,2000,NoRidge
280000,3,1924,1998,NoRidge
258000,4,2263,1998,NoRidge
350000,4,2726,1995,NoRidge
584500,4,3500,1993,NoRidge
321000,4,2494,1994,NoRidge
290000,4,2526,1994,NoRidge
315000,3,2799,1993,NoRidge
252000,3,1964,2005,Somerst
336820,2,1670,2006,Somerst
423000,1,2097,2005,Somerst
290000,3,1660,2006,Somerst
232000,3,1616,2005,Somerst
199000,3,1504,2006,Somerst
198600,2,1278,2006,Somerst
405749,3,2640,2006,Somerst
232600,3,1489,2006,Somerst
266000,3,1939,2006,Somerst
186500,3,1553,2005,Somerst
200825,3,1716,2005,Somerst
197000,3,1576,2006,Somerst
185000,2,1262,2006,Somerst
176000,3,1266,2005,Somerst
187750,2,1301,2006,Somerst
139500,3,1142,2005,SawyerW
186800,3,1400,2005,SawyerW
132000,3,1131,2005,SawyerW
142500,3,1141,2005,SawyerW
158000,3,1158,2004,SawyerW
184000,3,1686,2005,SawyerW
184900,3,1585,2005,SawyerW
187000,3,1837,1997,SawyerW
175900,3,1603,1992,SawyerW
248500,3,1731,1992,SawyerW
172000,2,1398,1990,SawyerW
151000,2,1217,1991,SawyerW
150000,3,1320,1994,SawyerW
107000,2,1056,1966,SawyerW
119900,3,965,1965,SawyerW
129500,3,988,1962,Sawyer
125000,6,1728,1963,Sawyer
119500,4,1654,1977,Sawyer
144000,2,1211,1962,Sawyer
151000,3,1212,1977,Sawyer
126000,3,984,1965,Sawyer
116000,3,909,1968,Sawyer
133500,2,925,1963,Sawyer
120875,3,1024,1965,Sawyer
137000,3,935,1965,Sawyer
124000,3,912,1964,Sawyer
135000,3,1236,1961,Sawyer
129200,3,941,1967,Sawyer
260000,3,2646,1974,Veenker
260000,4,2417,1991,NoRidge
334000,3,2826,1992,NoRidge
310000,5,2520,1993,NoRidge
268000,4,2295,1992,NoRidge
262000,2,1624,1994,NoRidge
176400,1,1143,2004,Somerst
197000,1,1247,2005,Somerst
151000,2,1200,2005,Somerst
147400,2,1223,2005,Somerst
149900,2,1223,2005,Somerst
144152,2,1200,2005,Somerst
166000,2,1524,2000,Somerst
183900,3,1452,1999,Somerst
165000,3,1382,2000,Somerst
139000,2,1080,2003,Somerst
200000,3,1694,1997,Somerst
221000,3,1568,2001,Somerst
270000,2,1494,1995,Veenker
165000,3,1208,1977,Veenker
214000,1,1235,1980,Greens
188000,1,1036,1980,Greens
190000,1,1226,1980,Greens
170000,1,1226,1978,Greens
385000,0,1842,1981,Veenker
146500,2,1193,1972,NWAmes
170000,4,1920,1968,NWAmes
262500,3,2156,1968,NWAmes
179900,3,1416,1968,NWAmes
250000,4,2654,1968,NWAmes
165150,4,1790,1972,NWAmes
164500,3,1334,1967,NWAmes
140000,3,1164,1969,NWAmes
135500,3,980,1967,NAmes
142000,3,1051,1968,NAmes
155000,4,1770,1968,NAmes
157500,2,976,1968,NAmes
138500,3,1052,1968,NAmes
140000,3,898,1968,NAmes
124400,3,1051,1966,NAmes
158000,3,1141,1967,NAmes
146000,1,1200,1965,NAmes
190000,4,1993,1971,NWAmes
136500,3,1050,1961,NAmes
129900,3,864,1958,NAmes
145000,4,1712,1959,NAmes
185900,3,1565,1965,NAmes
